max_val_kappa,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore
0.0,15.544666767120361,False,,,1,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-12-59,1645276379,15.544666767120361,1471213,c4140,140.77.78.79,15.544666767120361,0,1
0.0,5.0247578620910645,False,,,2,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-04,1645276384,20.569424629211426,1471213,c4140,140.77.78.79,20.569424629211426,0,2
0.10648149251937866,5.104836940765381,False,,,3,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-09,1645276389,25.674261569976807,1471213,c4140,140.77.78.79,25.674261569976807,0,3
0.10648149251937866,4.621517896652222,False,,,4,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-14,1645276394,30.29577946662903,1471213,c4140,140.77.78.79,30.29577946662903,0,4
0.10648149251937866,4.911170482635498,False,,,5,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-18,1645276398,35.206949949264526,1471213,c4140,140.77.78.79,35.206949949264526,0,5
0.10648149251937866,4.4717793464660645,False,,,6,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-23,1645276403,39.67872929573059,1471213,c4140,140.77.78.79,39.67872929573059,0,6
0.10648149251937866,4.566486358642578,False,,,7,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-27,1645276407,44.24521565437317,1471213,c4140,140.77.78.79,44.24521565437317,0,7
0.17129629850387573,7.941033601760864,False,,,8,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-35,1645276415,52.18624925613403,1471213,c4140,140.77.78.79,52.18624925613403,0,8
0.2222222089767456,3.9264049530029297,False,,,9,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-39,1645276419,56.11265420913696,1471213,c4140,140.77.78.79,56.11265420913696,0,9
0.2222222089767456,5.077751636505127,False,,,10,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-44,1645276424,61.19040584564209,1471213,c4140,140.77.78.79,61.19040584564209,0,10
0.2222222089767456,4.369482755661011,False,,,11,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-49,1645276429,65.5598886013031,1471213,c4140,140.77.78.79,65.5598886013031,0,11
0.25,4.66338324546814,False,,,12,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-53,1645276433,70.22327184677124,1471213,c4140,140.77.78.79,70.22327184677124,0,12
0.3055555820465088,4.789301633834839,False,,,13,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-13-58,1645276438,75.01257348060608,1471213,c4140,140.77.78.79,75.01257348060608,0,13
0.3194444179534912,5.703031778335571,False,,,14,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-04,1645276444,80.71560525894165,1471213,c4140,140.77.78.79,80.71560525894165,0,14
0.3194444179534912,4.557021617889404,False,,,15,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-08,1645276448,85.27262687683105,1471213,c4140,140.77.78.79,85.27262687683105,0,15
0.3194444179534912,4.63630223274231,False,,,16,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-13,1645276453,89.90892910957336,1471213,c4140,140.77.78.79,89.90892910957336,0,16
0.3194444179534912,4.37087607383728,False,,,17,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-17,1645276457,94.27980518341064,1471213,c4140,140.77.78.79,94.27980518341064,0,17
0.3194444179534912,4.889590740203857,False,,,18,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-22,1645276462,99.1693959236145,1471213,c4140,140.77.78.79,99.1693959236145,0,18
0.3194444179534912,4.958728313446045,False,,,19,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-27,1645276467,104.12812423706055,1471213,c4140,140.77.78.79,104.12812423706055,0,19
0.3240740895271301,4.8349151611328125,False,,,20,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-32,1645276472,108.96303939819336,1471213,c4140,140.77.78.79,108.96303939819336,0,20
0.3240740895271301,4.937031030654907,False,,,21,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-37,1645276477,113.90007042884827,1471213,c4140,140.77.78.79,113.90007042884827,0,21
0.3240740895271301,5.381728649139404,False,,,22,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-42,1645276482,119.28179907798767,1471213,c4140,140.77.78.79,119.28179907798767,0,22
0.375,4.982852458953857,False,,,23,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-47,1645276487,124.26465153694153,1471213,c4140,140.77.78.79,124.26465153694153,0,23
0.375,5.138893365859985,False,,,24,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-53,1645276493,129.4035449028015,1471213,c4140,140.77.78.79,129.4035449028015,0,24
0.48148149251937866,4.555693864822388,False,,,25,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-14-57,1645276497,133.9592387676239,1471213,c4140,140.77.78.79,133.9592387676239,0,25
0.48148149251937866,5.221747159957886,False,,,26,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-02,1645276502,139.1809859275818,1471213,c4140,140.77.78.79,139.1809859275818,0,26
0.48148149251937866,4.685455083847046,False,,,27,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-07,1645276507,143.86644101142883,1471213,c4140,140.77.78.79,143.86644101142883,0,27
0.48148149251937866,4.977560997009277,False,,,28,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-12,1645276512,148.8440020084381,1471213,c4140,140.77.78.79,148.8440020084381,0,28
0.5,6.7978479862213135,False,,,29,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-19,1645276519,155.64184999465942,1471213,c4140,140.77.78.79,155.64184999465942,0,29
0.5092592239379883,5.1740827560424805,False,,,30,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-24,1645276524,160.8159327507019,1471213,c4140,140.77.78.79,160.8159327507019,0,30
0.5092592239379883,5.362588405609131,False,,,31,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-29,1645276529,166.17852115631104,1471213,c4140,140.77.78.79,166.17852115631104,0,31
0.5092592239379883,4.956789255142212,False,,,32,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-34,1645276534,171.13531041145325,1471213,c4140,140.77.78.79,171.13531041145325,0,32
0.5092592239379883,4.838662624359131,False,,,33,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-39,1645276539,175.97397303581238,1471213,c4140,140.77.78.79,175.97397303581238,0,33
0.5740740299224854,4.767064332962036,False,,,34,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-44,1645276544,180.7410373687744,1471213,c4140,140.77.78.79,180.7410373687744,0,34
0.5740740299224854,4.91619086265564,False,,,35,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-49,1645276549,185.65722823143005,1471213,c4140,140.77.78.79,185.65722823143005,0,35
0.5740740299224854,4.7680253982543945,False,,,36,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-54,1645276554,190.42525362968445,1471213,c4140,140.77.78.79,190.42525362968445,0,36
0.5740740299224854,5.0338404178619385,False,,,37,741db_00109,8aa38a3f4f55430c99d6e2d777201683,2022-02-19_14-15-59,1645276559,195.4590940475464,1471213,c4140,140.77.78.79,195.4590940475464,0,37
